,,,,,globalP,globalP,globalP,packetP,packetP,packetP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,total_allocated_memory_globalP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,total_allocated_memory_packetP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,total_allocated_memory_sessionP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
timestamp,,,,,,,,,,,,,,,,
2024-07-26 07:28:34,0,0,0,10000,6,64.0,36,18,64.0,8,2,64.0,18,3,32.0,8
2024-07-26 07:28:35,0,0,0,10000,6,64.0,36,18,64.0,8,2,64.0,18,3,32.0,8
2024-07-26 07:28:36,1,0,0,9999,6,64.0,36,18,64.0,15,2,64.0,19,5,32.0,9
2024-07-26 07:28:37,2,0,0,9998,6,64.0,36,20,64.0,22,2,64.0,20,5,32.0,10
2024-07-26 07:28:38,3,0,0,9997,6,64.0,36,23,64.0,29,2,64.0,21,5,32.0,11
2024-07-26 07:28:39,4,0,0,9996,6,64.0,36,26,64.0,36,2,64.0,22,5,32.0,12
2024-07-26 07:28:40,5,0,0,9995,6,64.0,36,29,64.0,43,2,64.0,23,5,32.0,13
2024-07-26 07:28:41,6,0,0,9994,6,64.0,36,32,64.0,50,2,64.0,24,5,32.0,14
2024-07-26 07:28:42,7,0,0,9993,6,64.0,36,35,64.0,57,2,64.0,25,5,32.0,15
2024-07-26 07:28:43,8,0,0,9992,6,64.0,36,38,64.0,64,2,64.0,26,5,32.0,16
2024-07-26 07:28:44,9,0,0,9991,6,64.0,36,41,64.0,71,2,64.0,27,5,32.0,17
2024-07-26 07:28:45,10,0,0,9990,6,64.0,36,44,64.0,78,2,64.0,28,5,32.0,18
2024-07-26 07:28:46,11,0,0,9989,6,64.0,36,47,64.0,85,2,64.0,29,5,32.0,19
2024-07-26 07:28:47,12,0,0,9988,6,64.0,36,50,64.0,92,2,64.0,30,5,32.0,20
2024-07-26 07:28:48,13,0,0,9987,6,64.0,36,53,64.0,99,2,64.0,31,5,32.0,21
2024-07-26 07:28:49,14,0,0,9986,6,64.0,36,56,64.0,106,2,64.0,32,5,32.0,22
2024-07-26 07:28:50,15,0,0,9985,6,64.0,36,59,64.0,113,2,64.0,33,5,32.0,23
