,,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,phoenix_memory_pool_create_count_cm_globalP_amf,phoenix_memory_pool_destroy_count_cm_globalP_amf,total_allocated_memory_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,phoenix_memory_pool_create_count_cm_packetP_amf,phoenix_memory_pool_destroy_count_cm_packetP_amf,total_allocated_memory_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,phoenix_memory_pool_create_count_cm_sessionP_amf,phoenix_memory_pool_destroy_count_cm_sessionP_amf,total_allocated_memory_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,phoenix_memory_pool_create_count_cm_transactionP_amf,phoenix_memory_pool_destroy_count_cm_transactionP_amf,total_allocated_memory_transactionP_amf
timestamp,,,,,,,,,,,,,,,,,
2024-08-02 07:24:29,0,6,36,0,32.0,9,511,507,64.0,2,20,2,64.0,2,80,72,64.0
2024-08-02 07:24:30,0,6,36,0,32.0,9,520,516,64.0,2,20,2,64.0,2,81,73,64.0
2024-08-02 07:24:31,1,6,36,0,32.0,9,551,540,64.0,2,22,3,64.0,3,115,106,64.0
2024-08-02 07:24:32,2,6,36,0,32.0,10,583,565,64.0,2,24,4,64.0,3,149,139,64.0
2024-08-02 07:24:33,3,6,36,0,32.0,12,617,592,64.0,2,26,5,64.0,3,183,172,64.0
2024-08-02 07:24:34,4,6,36,0,32.0,13,652,620,64.0,2,28,6,64.0,3,217,205,64.0
2024-08-02 07:24:35,5,6,36,0,32.0,15,689,650,64.0,2,30,7,64.0,3,251,238,64.0
2024-08-02 07:24:36,6,6,36,0,32.0,16,727,681,64.0,2,32,8,64.0,3,285,271,64.0
2024-08-02 07:24:37,7,6,36,0,32.0,18,767,714,64.0,2,34,9,64.0,3,319,304,64.0
2024-08-02 07:24:38,8,6,36,0,32.0,19,808,748,64.0,2,36,10,64.0,3,353,337,64.0
2024-08-02 07:24:39,9,6,36,0,32.0,21,851,784,64.0,2,38,11,64.0,3,387,370,64.0
2024-08-02 07:24:40,10,6,36,0,32.0,22,895,821,64.0,2,40,12,64.0,3,421,403,64.0
2024-08-02 07:24:41,11,6,36,0,32.0,24,941,860,64.0,2,42,13,64.0,3,455,436,64.0
2024-08-02 07:24:42,12,6,36,0,32.0,25,988,900,64.0,2,44,14,64.0,3,489,469,64.0
2024-08-02 07:24:43,13,6,36,0,32.0,27,1037,942,64.0,2,46,15,64.0,3,523,502,64.0
2024-08-02 07:24:44,14,6,36,0,32.0,28,1087,985,64.0,2,48,16,64.0,3,557,535,64.0
2024-08-02 07:24:45,15,6,36,0,32.0,30,1139,1030,64.0,2,50,17,64.0,3,591,568,64.0
2024-08-02 07:24:46,16,6,36,0,32.0,31,1192,1076,64.0,2,52,18,64.0,3,625,601,64.0
