timestamp,subscriber_count_Connected_x,subscriber_count_Connected_y,subscriber_count_Connected_x,subscriber_count_Connected_y,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_globalP_amf,total_allocated_memory_packetP_amf,total_allocated_memory_sessionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
2024-07-12 08:01:32,115,0,0,9885,21,7,2,4,256.0,256.0,256.0,256.0,52,805,132,122
2024-07-12 08:01:33,120,0,0,9880,22,414,2,4,256.0,256.0,256.0,256.0,53,840,137,127
2024-07-12 08:01:34,125,0,0,9875,23,431,2,4,256.0,256.0,256.0,256.0,54,875,142,132
2024-07-12 08:01:35,130,0,0,9870,23,449,2,4,256.0,256.0,256.0,256.0,54,910,147,137
2024-07-12 08:01:36,135,0,0,9865,24,466,2,4,256.0,256.0,256.0,256.0,55,945,152,142
2024-07-12 08:01:37,140,0,0,9860,25,484,2,4,256.0,256.0,256.0,256.0,56,980,157,147
2024-07-12 08:01:38,145,0,0,9855,26,501,2,4,256.0,256.0,256.0,256.0,57,1015,162,152
2024-07-12 08:01:39,150,0,0,9850,27,518,2,4,256.0,256.0,256.0,256.0,58,1050,167,157
2024-07-12 08:01:40,155,0,0,9845,28,536,2,4,256.0,256.0,256.0,256.0,59,1085,172,162
2024-07-12 08:01:41,160,0,0,9840,29,553,2,4,256.0,256.0,256.0,256.0,60,1120,177,167
2024-07-12 08:01:42,165,0,0,9835,30,571,2,4,256.0,256.0,256.0,256.0,61,1155,182,172
2024-07-12 08:01:43,170,0,0,9830,30,588,2,4,256.0,256.0,256.0,256.0,61,1190,187,177
2024-07-12 08:01:44,175,0,0,9825,31,605,2,4,256.0,256.0,256.0,256.0,62,1225,192,182
2024-07-12 08:01:45,180,0,0,9820,32,623,2,4,256.0,256.0,256.0,256.0,63,1260,197,187
2024-07-12 08:01:46,185,0,0,9815,33,640,2,4,256.0,256.0,256.0,256.0,64,1295,202,192
2024-07-12 08:01:47,190,0,0,9810,34,658,2,4,256.0,256.0,256.0,256.0,65,1330,207,197
2024-07-12 08:01:48,195,0,0,9805,35,675,2,4,256.0,256.0,256.0,256.0,66,1365,212,202
2024-07-12 08:01:49,200,0,0,9800,36,692,2,4,256.0,256.0,256.0,256.0,67,1400,217,207
2024-07-12 08:01:50,205,0,0,9795,37,715,2,4,256.0,256.0,256.0,256.0,68,1435,222,212
2024-07-12 08:01:51,210,0,0,9790,37,732,2,4,256.0,256.0,256.0,256.0,68,1470,227,217
2024-07-12 08:01:52,215,0,0,9785,38,750,2,4,256.0,256.0,256.0,256.0,69,1505,232,222
2024-07-12 08:01:53,220,0,0,9780,39,767,2,4,256.0,256.0,256.0,256.0,70,1540,237,227
2024-07-12 08:01:54,225,0,0,9775,40,785,2,4,256.0,256.0,256.0,256.0,71,1575,242,232
2024-07-12 08:01:55,230,0,0,9770,41,802,2,4,256.0,256.0,256.0,256.0,72,1610,247,237
2024-07-12 08:01:56,235,0,0,9765,42,820,2,4,256.0,256.0,256.0,256.0,73,1645,252,242
2024-07-12 08:01:57,240,0,0,9760,43,837,2,4,256.0,256.0,256.0,256.0,74,1680,257,247
2024-07-12 08:01:58,245,0,0,9755,44,855,2,4,256.0,256.0,256.0,256.0,75,1715,262,252
2024-07-12 08:01:59,250,0,0,9750,44,872,2,4,256.0,256.0,256.0,256.0,75,1750,267,257
2024-07-12 08:02:00,255,0,0,9745,45,890,2,4,256.0,256.0,256.0,256.0,76,1785,272,262
2024-07-12 08:02:01,260,0,0,9740,46,907,2,4,256.0,256.0,256.0,256.0,77,1820,277,267
2024-07-12 08:02:02,265,0,0,9735,47,925,2,4,256.0,256.0,256.0,256.0,78,1855,282,272
2024-07-12 08:02:03,270,0,0,9730,48,943,2,4,256.0,256.0,256.0,256.0,79,1890,287,277
2024-07-12 08:02:04,275,0,0,9725,49,960,2,4,256.0,256.0,256.0,256.0,80,1925,292,282
2024-07-12 08:02:05,280,0,0,9720,50,978,2,4,256.0,256.0,256.0,256.0,81,1960,297,287
2024-07-12 08:02:06,285,0,0,9715,50,995,2,4,256.0,256.0,256.0,256.0,81,1995,302,292
2024-07-12 08:02:07,290,0,0,9710,51,1013,2,4,256.0,256.0,256.0,256.0,82,2030,307,297
2024-07-12 08:02:08,295,0,0,9705,52,1030,2,4,256.0,256.0,256.0,256.0,83,2065,312,302
2024-07-12 08:02:09,300,0,0,9700,53,1048,2,4,256.0,256.0,256.0,256.0,84,2100,317,307
2024-07-12 08:02:10,305,0,0,9695,54,1065,2,4,256.0,256.0,256.0,256.0,85,2135,322,312
2024-07-12 08:02:11,310,0,0,9690,55,1083,2,4,256.0,256.0,256.0,256.0,86,2170,327,317
2024-07-12 08:02:12,315,0,0,9685,56,1100,2,4,256.0,256.0,256.0,256.0,87,2205,332,322
2024-07-12 08:02:13,320,0,0,9680,57,1118,2,4,256.0,256.0,256.0,256.0,88,2240,337,327
2024-07-12 08:02:14,325,0,0,9675,57,1135,2,4,256.0,256.0,256.0,256.0,88,2275,342,332
2024-07-12 08:02:15,330,0,0,9670,58,1153,2,4,256.0,256.0,256.0,256.0,89,2310,347,337
2024-07-12 08:02:16,335,0,0,9665,59,1170,2,4,256.0,256.0,256.0,256.0,90,2345,352,342
2024-07-12 08:02:17,340,0,0,9660,60,1188,2,4,256.0,256.0,256.0,256.0,91,2380,357,347
2024-07-12 08:02:18,345,0,0,9655,61,1206,2,4,256.0,256.0,256.0,256.0,92,2415,362,352
2024-07-12 08:02:19,350,0,0,9650,62,1223,2,4,256.0,256.0,256.0,256.0,93,2450,367,357
2024-07-12 08:02:20,355,0,0,9645,63,1241,2,4,256.0,256.0,256.0,256.0,94,2485,372,362
2024-07-12 08:02:21,360,0,0,9640,64,1258,2,4,256.0,256.0,256.0,256.0,95,2520,377,367
2024-07-12 08:02:22,365,0,0,9635,64,1276,2,4,256.0,256.0,256.0,256.0,95,2555,382,372
2024-07-12 08:02:23,370,0,0,9630,65,1293,2,4,256.0,256.0,256.0,256.0,96,2590,387,377
2024-07-12 08:02:24,375,0,0,9625,66,1311,2,4,256.0,256.0,256.0,256.0,97,2625,392,382
2024-07-12 08:02:25,380,0,0,9620,67,1328,2,4,256.0,256.0,256.0,256.0,98,2660,397,387
2024-07-12 08:02:26,385,0,0,9615,68,1346,2,4,256.0,256.0,256.0,256.0,99,2695,402,392
2024-07-12 08:02:27,390,0,0,9610,69,1363,2,4,256.0,256.0,256.0,256.0,100,2730,407,397
2024-07-12 08:02:28,395,0,0,9605,70,1381,2,4,256.0,256.0,256.0,256.0,101,2765,412,402
2024-07-12 08:02:29,400,0,0,9600,71,1398,2,4,256.0,256.0,256.0,256.0,102,2800,417,407
2024-07-12 08:02:30,405,0,0,9595,71,1416,2,4,256.0,256.0,256.0,256.0,102,2835,422,412
2024-07-12 08:02:31,410,0,0,9590,72,1433,2,4,256.0,256.0,256.0,256.0,103,2870,427,417
2024-07-12 08:02:32,415,0,0,9585,73,1451,2,4,256.0,256.0,256.0,256.0,104,2905,432,422
2024-07-12 08:02:33,420,0,0,9580,74,1469,2,4,256.0,256.0,256.0,256.0,105,2940,437,427
2024-07-12 08:02:34,425,0,0,9575,75,1486,2,4,256.0,256.0,256.0,256.0,106,2975,442,432
2024-07-12 08:02:35,430,0,0,9570,76,1504,2,4,256.0,256.0,256.0,256.0,107,3010,447,437
2024-07-12 08:02:36,435,0,0,9565,77,1521,2,4,256.0,256.0,256.0,256.0,108,3045,452,442
2024-07-12 08:02:37,439,0,1,9560,78,1539,2,5,256.0,256.0,256.0,256.0,109,3080,457,447
2024-07-12 08:02:38,444,0,1,9555,78,1556,2,5,256.0,256.0,256.0,256.0,109,3115,462,452
2024-07-12 08:02:39,449,0,1,9550,79,1574,2,5,256.0,256.0,256.0,256.0,110,3150,467,457
2024-07-12 08:02:40,454,0,1,9545,80,1591,2,5,256.0,256.0,256.0,256.0,111,3185,472,462
2024-07-12 08:02:41,459,0,1,9540,81,1609,2,5,256.0,256.0,256.0,256.0,112,3220,477,467
2024-07-12 08:02:42,464,0,1,9535,82,1626,2,5,256.0,256.0,256.0,256.0,113,3255,482,472
2024-07-12 08:02:43,469,0,1,9530,83,1644,2,5,256.0,256.0,256.0,256.0,114,3290,487,477
2024-07-12 08:02:44,474,0,1,9525,84,1661,2,5,256.0,256.0,256.0,256.0,115,3325,492,482
2024-07-12 08:02:45,479,0,1,9520,85,1679,2,5,256.0,256.0,256.0,256.0,116,3360,497,487
2024-07-12 08:02:46,484,0,1,9515,85,1696,2,5,256.0,256.0,256.0,256.0,116,3395,502,492
2024-07-12 08:02:47,489,0,1,9510,86,1714,2,5,256.0,256.0,256.0,256.0,117,3430,507,497
2024-07-12 08:02:48,494,0,1,9505,87,1731,2,5,256.0,256.0,256.0,256.0,118,3465,512,502
2024-07-12 08:02:49,499,0,1,9500,88,1749,2,5,256.0,256.0,256.0,256.0,119,3500,517,507
2024-07-12 08:02:50,504,0,1,9495,89,1766,2,5,256.0,256.0,256.0,256.0,120,3535,522,512
2024-07-12 08:02:51,509,0,1,9490,90,1784,2,5,256.0,256.0,256.0,256.0,121,3570,527,517
2024-07-12 08:02:52,514,0,1,9485,91,1802,2,5,256.0,256.0,256.0,256.0,122,3605,532,522
2024-07-12 08:02:53,519,0,1,9480,91,1819,2,5,256.0,256.0,256.0,256.0,122,3640,537,527
2024-07-12 08:02:54,524,0,1,9475,92,1837,2,5,256.0,256.0,256.0,256.0,123,3675,542,532
2024-07-12 08:02:55,529,0,1,9470,93,1854,2,5,256.0,256.0,256.0,256.0,124,3710,547,537
2024-07-12 08:02:56,534,0,1,9465,94,1872,2,5,256.0,256.0,256.0,256.0,125,3745,552,542
2024-07-12 08:02:57,539,0,1,9460,95,1889,2,5,256.0,256.0,256.0,256.0,126,3780,557,547
2024-07-12 08:02:58,544,0,1,9455,96,1907,2,5,256.0,256.0,256.0,256.0,127,3815,562,552
2024-07-12 08:02:59,549,0,1,9450,97,1924,2,5,256.0,256.0,256.0,256.0,128,3850,567,557
2024-07-12 08:03:00,554,0,1,9445,98,1942,2,5,256.0,256.0,256.0,256.0,129,3885,572,562
2024-07-12 08:03:01,559,0,1,9440,98,1959,2,5,256.0,256.0,256.0,256.0,129,3920,577,567
2024-07-12 08:03:02,564,0,1,9435,99,1977,2,5,256.0,256.0,256.0,256.0,130,3955,582,572
2024-07-12 08:03:03,569,0,1,9430,100,1994,2,5,256.0,256.0,256.0,256.0,131,3990,587,577
2024-07-12 08:03:04,574,0,1,9425,101,2012,2,5,256.0,256.0,256.0,256.0,132,4025,592,582
2024-07-12 08:03:05,579,0,1,9420,102,2029,2,5,256.0,256.0,256.0,256.0,133,4060,597,587
2024-07-12 08:03:06,584,0,1,9415,103,2047,2,5,256.0,256.0,256.0,256.0,134,4095,602,592
2024-07-12 08:03:07,589,0,1,9410,104,2064,2,5,256.0,256.0,256.0,256.0,135,4130,607,597
2024-07-12 08:03:08,594,0,1,9405,105,2082,2,5,256.0,256.0,256.0,256.0,136,4165,612,602
2024-07-12 08:03:09,599,0,1,9400,105,2100,2,5,256.0,256.0,256.0,256.0,136,4200,617,607
2024-07-12 08:03:10,604,0,1,9395,106,2117,2,5,256.0,256.0,256.0,256.0,137,4235,622,612
2024-07-12 08:03:11,609,0,1,9390,107,2135,2,5,256.0,256.0,256.0,256.0,138,4270,627,617
2024-07-12 08:03:12,614,0,1,9385,108,2152,2,5,256.0,256.0,256.0,256.0,139,4305,632,622
2024-07-12 08:03:13,619,0,1,9380,109,2170,2,5,256.0,256.0,256.0,256.0,140,4340,637,627
2024-07-12 08:03:14,624,0,1,9375,110,2187,2,5,256.0,256.0,256.0,256.0,141,4375,642,632
2024-07-12 08:03:15,629,0,1,9370,111,2205,2,5,256.0,256.0,256.0,256.0,142,4410,647,637
2024-07-12 08:03:16,634,0,1,9365,112,2222,2,5,256.0,256.0,256.0,256.0,143,4445,652,642
2024-07-12 08:03:17,639,0,1,9360,112,2240,2,5,256.0,256.0,256.0,256.0,143,4480,657,647
2024-07-12 08:03:18,644,0,1,9355,113,2257,2,5,256.0,256.0,256.0,256.0,144,4515,662,652
2024-07-12 08:03:19,649,0,1,9350,114,2275,2,5,256.0,256.0,256.0,256.0,145,4550,667,657
2024-07-12 08:03:20,654,0,1,9345,115,2292,2,5,256.0,256.0,256.0,256.0,146,4585,672,662
2024-07-12 08:03:21,659,0,1,9340,116,2310,2,5,256.0,256.0,256.0,256.0,147,4620,677,667
2024-07-12 08:03:22,664,0,1,9335,117,2327,2,5,256.0,256.0,256.0,256.0,148,4655,682,672
2024-07-12 08:03:23,669,0,1,9330,118,2345,2,5,256.0,256.0,256.0,256.0,149,4690,687,677
2024-07-12 08:03:24,674,0,1,9325,119,2363,2,5,256.0,256.0,256.0,256.0,150,4725,692,682
2024-07-12 08:03:25,679,0,1,9320,119,2380,2,5,256.0,256.0,256.0,256.0,150,4760,697,687
2024-07-12 08:03:26,684,0,1,9315,120,2398,2,5,256.0,256.0,256.0,256.0,151,4795,702,692
2024-07-12 08:03:27,689,0,1,9310,121,2415,2,5,256.0,256.0,256.0,256.0,152,4830,707,697
2024-07-12 08:03:28,694,0,1,9305,122,2433,2,5,256.0,256.0,256.0,256.0,153,4865,712,702
2024-07-12 08:03:29,699,0,1,9300,123,2450,2,5,256.0,256.0,256.0,256.0,154,4900,717,707
2024-07-12 08:03:30,704,0,1,9295,124,2468,2,5,256.0,256.0,256.0,256.0,155,4935,722,712
2024-07-12 08:03:31,709,0,1,9290,125,2485,2,5,256.0,256.0,256.0,256.0,156,4970,727,717
2024-07-12 08:03:32,714,0,1,9285,126,2503,2,5,256.0,256.0,256.0,256.0,157,5005,732,722
2024-07-12 08:03:33,719,0,1,9280,126,2520,2,5,256.0,256.0,256.0,256.0,157,5040,737,727
2024-07-12 08:03:34,724,0,1,9275,127,2538,2,5,256.0,256.0,256.0,256.0,158,5075,742,732
2024-07-12 08:03:35,729,0,1,9270,128,2555,2,5,256.0,256.0,256.0,256.0,159,5110,747,737
2024-07-12 08:03:36,734,0,1,9265,129,2573,2,5,256.0,256.0,256.0,256.0,160,5145,752,742
2024-07-12 08:03:37,739,0,1,9260,130,2590,2,5,256.0,256.0,256.0,256.0,161,5180,757,747
2024-07-12 08:03:38,744,0,1,9255,131,2608,2,5,256.0,256.0,256.0,256.0,162,5215,762,752
2024-07-12 08:03:39,749,0,1,9250,132,2626,2,5,256.0,256.0,256.0,256.0,163,5250,767,757
2024-07-12 08:03:40,754,0,1,9245,133,2643,2,5,256.0,256.0,256.0,256.0,164,5285,772,762
2024-07-12 08:03:41,759,0,1,9240,133,2661,2,5,256.0,256.0,256.0,256.0,164,5320,777,767
2024-07-12 08:03:42,764,0,1,9235,134,2678,2,5,256.0,256.0,256.0,256.0,165,5355,782,772
2024-07-12 08:03:43,768,0,2,9230,135,2696,2,5,256.0,256.0,256.0,256.0,166,5390,787,777
2024-07-12 08:03:44,773,0,2,9225,136,2713,2,5,256.0,256.0,256.0,256.0,167,5425,792,782
2024-07-12 08:03:45,778,0,2,9220,137,2731,2,5,256.0,256.0,256.0,256.0,168,5460,797,787
2024-07-12 08:03:46,783,0,2,9215,138,2748,2,5,256.0,256.0,256.0,256.0,169,5495,802,792
2024-07-12 08:03:47,788,0,2,9210,139,2766,2,5,256.0,256.0,256.0,256.0,170,5530,807,797
2024-07-12 08:03:48,793,0,2,9205,139,2783,2,5,256.0,256.0,256.0,256.0,170,5565,812,802
2024-07-12 08:03:49,798,0,2,9200,140,2801,2,5,256.0,256.0,256.0,256.0,171,5600,817,807
2024-07-12 08:03:50,803,0,2,9195,141,2818,2,5,256.0,256.0,256.0,256.0,172,5635,822,812
2024-07-12 08:03:51,808,0,2,9190,142,2836,2,5,256.0,256.0,256.0,256.0,173,5670,827,817
2024-07-12 08:03:52,812,0,3,9185,143,2853,2,5,256.0,256.0,256.0,256.0,174,5705,832,822
2024-07-12 08:03:53,817,0,3,9180,144,2871,2,5,256.0,256.0,256.0,256.0,175,5740,837,827
2024-07-12 08:03:54,822,0,3,9175,145,2888,2,5,256.0,256.0,256.0,256.0,176,5775,842,832
2024-07-12 08:03:55,827,0,3,9170,146,2906,2,5,256.0,256.0,256.0,256.0,177,5810,847,837
2024-07-12 08:03:56,832,0,3,9165,146,2923,2,5,256.0,256.0,256.0,256.0,177,5845,852,842
2024-07-12 08:03:57,837,0,3,9160,147,2941,2,5,256.0,256.0,256.0,256.0,178,5880,857,847
2024-07-12 08:03:58,842,0,3,9155,148,2958,2,5,256.0,256.0,256.0,256.0,179,5915,862,852
2024-07-12 08:03:59,847,0,3,9150,149,2976,2,5,256.0,256.0,256.0,256.0,180,5950,867,857
2024-07-12 08:04:00,852,0,3,9145,150,2993,2,5,256.0,256.0,256.0,256.0,181,5985,872,862
2024-07-12 08:04:01,857,0,3,9140,151,3011,2,5,256.0,256.0,256.0,256.0,182,6020,877,867
2024-07-12 08:04:02,862,0,3,9135,152,3028,2,5,256.0,256.0,256.0,256.0,183,6055,882,872
2024-07-12 08:04:03,867,0,3,9130,153,3046,2,5,256.0,256.0,256.0,256.0,184,6090,887,877
2024-07-12 08:04:04,872,0,3,9125,153,3064,2,5,256.0,256.0,256.0,256.0,184,6125,892,882
2024-07-12 08:04:05,877,0,3,9120,154,3081,2,5,256.0,256.0,256.0,256.0,185,6160,897,887
2024-07-12 08:04:06,882,0,3,9115,155,3099,2,5,256.0,256.0,256.0,256.0,186,6195,902,892
2024-07-12 08:04:07,887,0,3,9110,156,3116,2,5,256.0,256.0,256.0,256.0,187,6230,907,897
2024-07-12 08:04:08,892,0,3,9105,157,3134,2,5,256.0,256.0,256.0,256.0,188,6265,912,902
2024-07-12 08:04:09,897,0,3,9100,158,3151,2,5,256.0,256.0,256.0,256.0,189,6300,917,907
2024-07-12 08:04:10,902,0,3,9095,159,3169,2,5,256.0,256.0,256.0,256.0,190,6335,922,912
2024-07-12 08:04:11,907,0,3,9090,160,3186,2,5,256.0,256.0,256.0,256.0,191,6370,927,917
2024-07-12 08:04:12,912,0,3,9085,160,3204,2,5,256.0,256.0,256.0,256.0,191,6405,932,922
2024-07-12 08:04:13,917,0,3,9080,161,3221,2,5,256.0,256.0,256.0,256.0,192,6440,937,927
2024-07-12 08:04:14,922,0,3,9075,162,3239,2,5,256.0,256.0,256.0,256.0,193,6475,942,932
2024-07-12 08:04:15,927,0,3,9070,163,3256,2,5,256.0,256.0,256.0,256.0,194,6510,947,937
2024-07-12 08:04:16,932,0,3,9065,164,3274,2,5,256.0,256.0,256.0,256.0,195,6545,952,942
2024-07-12 08:04:17,937,0,3,9060,165,3291,2,5,256.0,256.0,256.0,256.0,196,6580,957,947
2024-07-12 08:04:18,942,0,3,9055,166,3309,2,5,256.0,256.0,256.0,256.0,197,6615,962,952
2024-07-12 08:04:19,947,0,3,9050,167,3327,2,5,256.0,256.0,256.0,256.0,198,6650,967,957
2024-07-12 08:04:20,952,0,3,9045,167,3344,2,5,256.0,256.0,256.0,256.0,198,6685,972,962
2024-07-12 08:04:21,957,0,3,9040,168,3362,2,5,256.0,256.0,256.0,256.0,199,6720,977,967
2024-07-12 08:04:22,962,0,3,9035,169,3379,2,5,256.0,256.0,256.0,256.0,200,6755,982,972
2024-07-12 08:04:23,967,0,3,9030,170,3397,2,5,256.0,256.0,256.0,256.0,201,6790,987,977
2024-07-12 08:04:24,972,0,3,9025,171,3414,2,5,256.0,256.0,256.0,256.0,202,6825,992,982
2024-07-12 08:04:25,977,0,3,9020,172,3432,2,5,256.0,256.0,256.0,256.0,203,6860,997,987
2024-07-12 08:04:26,982,0,3,9015,173,3449,2,5,256.0,256.0,256.0,256.0,204,6895,1002,992
2024-07-12 08:04:27,987,0,3,9010,173,3467,2,5,256.0,256.0,256.0,256.0,204,6930,1007,997
2024-07-12 08:04:28,992,0,3,9005,174,3484,2,5,256.0,256.0,256.0,256.0,205,6965,1012,1002
2024-07-12 08:04:29,997,0,3,9000,175,3502,2,5,256.0,256.0,256.0,256.0,206,7000,1017,1007
2024-07-12 08:04:30,1002,0,3,8995,176,3519,2,5,256.0,256.0,256.0,256.0,207,7035,1022,1012
2024-07-12 08:04:31,1007,0,3,8990,177,3537,2,5,256.0,256.0,256.0,256.0,208,7070,1027,1017
2024-07-12 08:04:32,1012,0,3,8985,178,3554,2,5,256.0,256.0,256.0,256.0,209,7105,1032,1022
2024-07-12 08:04:33,1017,0,3,8980,179,3572,2,5,256.0,256.0,256.0,256.0,210,7140,1037,1027
2024-07-12 08:04:34,1022,0,3,8975,180,3590,2,5,256.0,256.0,256.0,256.0,211,7175,1042,1032
2024-07-12 08:04:35,1027,0,3,8970,180,3607,2,5,256.0,256.0,256.0,256.0,211,7210,1047,1037
2024-07-12 08:04:36,1032,0,3,8965,181,3625,2,5,256.0,256.0,256.0,256.0,212,7245,1052,1042
2024-07-12 08:04:37,1037,0,3,8960,182,3642,2,5,256.0,256.0,256.0,256.0,213,7280,1057,1047
2024-07-12 08:04:38,1042,0,3,8955,183,3660,2,5,256.0,256.0,256.0,256.0,214,7315,1062,1052
2024-07-12 08:04:39,1047,0,3,8950,184,3677,2,5,256.0,256.0,256.0,256.0,215,7350,1067,1057
2024-07-12 08:04:40,1052,0,3,8945,185,3695,2,5,256.0,256.0,256.0,256.0,216,7385,1072,1062
2024-07-12 08:04:41,1057,0,3,8940,186,3712,2,5,256.0,256.0,256.0,256.0,217,7420,1077,1067
2024-07-12 08:04:42,1062,0,3,8935,187,3730,2,5,256.0,256.0,256.0,256.0,218,7455,1082,1072
2024-07-12 08:04:43,1067,0,3,8930,187,3747,2,5,256.0,256.0,256.0,256.0,218,7490,1087,1077
2024-07-12 08:04:44,1072,0,3,8925,188,3765,2,5,256.0,256.0,256.0,256.0,219,7525,1092,1082
2024-07-12 08:04:45,1077,0,3,8920,189,3782,2,5,256.0,256.0,256.0,256.0,220,7560,1097,1087
2024-07-12 08:04:46,1082,0,3,8915,190,3800,2,5,256.0,256.0,256.0,256.0,221,7595,1102,1092
2024-07-12 08:04:47,1087,0,3,8910,191,3817,2,5,256.0,256.0,256.0,256.0,222,7630,1107,1097
2024-07-12 08:04:48,1092,0,3,8905,192,3835,2,5,256.0,256.0,256.0,256.0,223,7665,1112,1102
2024-07-12 08:04:49,1097,0,3,8900,193,3852,2,5,256.0,256.0,256.0,256.0,224,7700,1117,1107
2024-07-12 08:04:50,1102,0,3,8895,194,3870,2,5,256.0,256.0,256.0,256.0,225,7735,1122,1112
2024-07-12 08:04:51,1107,0,3,8890,194,3888,2,5,256.0,256.0,256.0,256.0,225,7770,1127,1117
2024-07-12 08:04:52,1112,0,3,8885,195,3905,2,5,256.0,256.0,256.0,256.0,226,7805,1132,1122
2024-07-12 08:04:53,1117,0,3,8880,196,3923,2,5,256.0,256.0,256.0,256.0,227,7840,1137,1127
2024-07-12 08:04:54,1122,0,3,8875,197,3940,2,5,256.0,256.0,256.0,256.0,228,7875,1142,1132
2024-07-12 08:04:55,1127,0,3,8870,198,3958,2,5,256.0,256.0,256.0,256.0,229,7910,1147,1137
2024-07-12 08:04:56,1132,0,3,8865,199,3975,2,5,256.0,256.0,256.0,256.0,230,7945,1152,1142
2024-07-12 08:04:57,1137,0,3,8860,200,3993,2,5,256.0,256.0,256.0,256.0,231,7980,1157,1147
2024-07-12 08:04:58,1142,0,3,8855,201,4010,2,5,256.0,256.0,256.0,256.0,232,8015,1162,1152
2024-07-12 08:04:59,1147,0,3,8850,201,4028,2,5,256.0,256.0,256.0,256.0,232,8050,1167,1157
2024-07-12 08:05:00,1152,0,3,8845,202,4045,2,5,256.0,256.0,256.0,256.0,233,8085,1172,1162
2024-07-12 08:05:01,1157,0,3,8840,203,4063,2,5,256.0,256.0,256.0,256.0,234,8120,1177,1167
2024-07-12 08:05:02,1162,0,3,8835,204,4080,2,5,256.0,256.0,256.0,256.0,235,8155,1182,1172
2024-07-12 08:05:03,1167,0,3,8830,205,4098,2,5,256.0,256.0,256.0,256.0,236,8190,1187,1177
2024-07-12 08:05:04,1172,0,3,8825,206,4115,2,5,256.0,256.0,256.0,256.0,237,8225,1192,1182
2024-07-12 08:05:05,1177,0,3,8820,207,4133,2,5,256.0,256.0,256.0,256.0,238,8260,1197,1187
2024-07-12 08:05:06,1182,0,3,8815,208,4151,2,5,256.0,256.0,256.0,256.0,239,8295,1202,1192
2024-07-12 08:05:07,1187,0,3,8810,208,4168,2,5,256.0,256.0,256.0,256.0,239,8330,1207,1197
2024-07-12 08:05:08,1192,0,3,8805,209,4186,2,5,256.0,256.0,256.0,256.0,240,8365,1212,1202
2024-07-12 08:05:09,1197,0,3,8800,210,4203,2,5,256.0,256.0,256.0,256.0,241,8400,1217,1207
2024-07-12 08:05:10,1202,0,3,8795,211,4221,2,5,256.0,256.0,256.0,256.0,242,8435,1222,1212
2024-07-12 08:05:11,1207,0,3,8790,212,4238,2,5,256.0,256.0,256.0,256.0,243,8470,1227,1217
2024-07-12 08:05:12,1212,0,3,8785,213,4256,2,5,256.0,256.0,256.0,256.0,244,8505,1232,1222
2024-07-12 08:05:13,1217,0,3,8780,214,4273,2,5,256.0,256.0,256.0,256.0,245,8540,1237,1227
2024-07-12 08:05:14,1222,0,3,8775,215,4291,2,5,256.0,256.0,256.0,256.0,246,8575,1242,1232
2024-07-12 08:05:15,1227,0,3,8770,215,4308,2,5,256.0,256.0,256.0,256.0,246,8610,1247,1237
2024-07-12 08:05:16,1232,0,3,8765,216,4326,2,5,256.0,256.0,256.0,256.0,247,8645,1252,1242
2024-07-12 08:05:17,1237,0,3,8760,217,4343,2,5,256.0,256.0,256.0,256.0,248,8680,1257,1247
2024-07-12 08:05:18,1242,0,3,8755,218,4361,2,5,256.0,256.0,256.0,256.0,249,8715,1262,1252
2024-07-12 08:05:19,1247,0,3,8750,219,4378,2,5,256.0,256.0,256.0,256.0,250,8750,1267,1257
2024-07-12 08:05:20,1252,0,3,8745,220,4396,2,5,256.0,256.0,256.0,256.0,251,8785,1272,1262
2024-07-12 08:05:21,1257,0,3,8740,221,4413,2,5,256.0,256.0,256.0,256.0,252,8820,1277,1267
2024-07-12 08:05:22,1262,0,3,8735,222,4431,2,5,256.0,256.0,256.0,256.0,253,8855,1282,1272
