,,,,,globalP,globalP,globalP,globalP,globalP,globalP,packetP,packetP,packetP,packetP,packetP,packetP,sessionP,sessionP,sessionP,sessionP,sessionP,sessionP,transactionP,transactionP,transactionP,transactionP,transactionP,transactionP
,subscriber_count_Connected,subscriber_count_Idle,subscriber_count_Pending,subscriber_count_Unregistered,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_udm,phoenix_memory_cm_used_chunk_count_cm_globalP_udm,phoenix_memory_pool_create_count_cm_globalP_udm,phoenix_memory_pool_destroy_count_cm_globalP_udm,total_allocated_memory_globalP_udm,chunk_create_count_minus_destroy_count_cm_globalP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_udm,phoenix_memory_cm_used_chunk_count_cm_packetP_udm,phoenix_memory_pool_create_count_cm_packetP_udm,phoenix_memory_pool_destroy_count_cm_packetP_udm,total_allocated_memory_packetP_udm,chunk_create_count_minus_destroy_count_cm_packetP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_udm,phoenix_memory_cm_used_chunk_count_cm_sessionP_udm,phoenix_memory_pool_create_count_cm_sessionP_udm,phoenix_memory_pool_destroy_count_cm_sessionP_udm,total_allocated_memory_sessionP_udm,chunk_create_count_minus_destroy_count_cm_sessionP_udm,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_udm,phoenix_memory_cm_used_chunk_count_cm_transactionP_udm,phoenix_memory_pool_create_count_cm_transactionP_udm,phoenix_memory_pool_destroy_count_cm_transactionP_udm,total_allocated_memory_transactionP_udm,chunk_create_count_minus_destroy_count_cm_transactionP_udm
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26 11:18:47,0,0,0,10000,6,29,29,0,16.0,29,9,5,772,766,16.0,6,1,0,1,1,16.0,0,2,4,93,89,16.0,4
2024-06-26 11:18:48,1,0,0,9999,6,29,29,0,16.0,29,9,5,781,775,16.0,6,1,0,2,2,16.0,0,2,4,101,97,16.0,4
2024-06-26 11:18:49,2,0,0,9998,6,29,29,0,16.0,29,9,5,790,784,16.0,6,1,0,3,3,16.0,0,2,4,109,105,16.0,4
2024-06-26 11:18:50,3,0,0,9997,6,29,29,0,16.0,29,9,5,799,793,16.0,6,1,0,4,4,16.0,0,2,4,117,113,16.0,4
2024-06-26 11:18:51,4,0,0,9996,6,29,29,0,16.0,29,9,5,808,802,16.0,6,1,0,5,5,16.0,0,2,4,125,121,16.0,4
2024-06-26 11:18:52,5,0,0,9995,6,29,29,0,16.0,29,10,5,818,812,16.0,6,1,0,6,6,16.0,0,2,4,133,129,16.0,4
2024-06-26 11:18:53,6,0,0,9994,6,29,29,0,16.0,29,10,5,828,822,16.0,6,1,0,7,7,16.0,0,2,4,141,137,16.0,4
2024-06-26 11:18:54,7,0,0,9993,6,29,29,0,16.0,29,10,5,838,832,16.0,6,1,0,8,8,16.0,0,2,4,149,145,16.0,4
2024-06-26 11:18:55,8,0,0,9992,6,29,29,0,16.0,29,10,5,848,842,16.0,6,1,0,9,9,16.0,0,2,4,157,153,16.0,4
2024-06-26 11:18:56,9,0,0,9991,6,29,29,0,16.0,29,10,5,858,852,16.0,6,1,0,10,10,16.0,0,2,4,165,161,16.0,4
2024-06-26 11:18:57,10,0,0,9990,6,29,29,0,16.0,29,10,5,868,862,16.0,6,1,0,11,11,16.0,0,2,4,173,169,16.0,4
2024-06-26 11:18:58,11,0,0,9989,6,29,29,0,16.0,29,11,5,879,873,16.0,6,1,0,12,12,16.0,0,2,4,181,177,16.0,4
2024-06-26 11:18:59,12,0,0,9988,6,29,29,0,16.0,29,11,5,890,884,16.0,6,1,0,13,13,16.0,0,2,4,189,185,16.0,4
