timestamp,subscriber_count_Connected_x,subscriber_count_Connected_y,subscriber_count_Connected_x,subscriber_count_Connected_y,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_ausf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_ausf,total_allocated_memory_globalP_ausf,total_allocated_memory_packetP_ausf,total_allocated_memory_sessionP_ausf,total_allocated_memory_transactionP_ausf,chunk_create_count_minus_destroy_count_cm_globalP_ausf,chunk_create_count_minus_destroy_count_cm_packetP_ausf,chunk_create_count_minus_destroy_count_cm_sessionP_ausf,chunk_create_count_minus_destroy_count_cm_transactionP_ausf
2024-07-10 14:14:22,0,0,0,10000,3,5,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:23,1,0,0,9999,3,5,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:24,2,0,0,9998,3,5,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:25,3,0,0,9997,3,5,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:26,4,0,0,9996,3,5,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:27,5,0,0,9995,3,5,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:28,6,0,0,9994,3,6,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:29,7,0,0,9993,3,6,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:30,8,0,0,9992,3,6,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:31,9,0,0,9991,3,6,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:32,10,0,0,9990,3,6,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:33,11,0,0,9989,3,6,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:34,12,0,0,9988,3,6,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:35,13,0,0,9987,3,6,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:36,14,0,0,9986,3,7,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:37,15,0,0,9985,3,7,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:38,16,0,0,9984,3,7,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:39,17,0,0,9983,3,7,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:40,18,0,0,9982,3,7,1,1,32.0,32.0,32.0,32.0,20,3,1,4
2024-07-10 14:14:41,19,0,0,9981,3,7,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:42,20,0,0,9980,3,7,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:43,21,0,0,9979,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:44,22,0,0,9978,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:45,23,0,0,9977,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:46,24,0,0,9976,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:47,25,0,0,9975,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:48,26,0,0,9974,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:49,27,0,0,9973,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:50,28,0,0,9972,3,8,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:51,29,0,0,9971,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:52,30,0,0,9970,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:53,31,0,0,9969,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:54,32,0,0,9968,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:55,33,0,0,9967,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:56,34,0,0,9966,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:57,35,0,0,9965,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:58,36,0,0,9964,3,9,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:14:59,37,0,0,9963,3,10,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:15:00,38,0,0,9962,3,10,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:15:01,39,0,0,9961,3,10,1,1,32.0,32.0,32.0,32.0,21,3,1,4
2024-07-10 14:15:02,40,0,0,9960,3,10,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:03,41,0,0,9959,3,10,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:04,42,0,0,9958,3,10,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:05,43,0,0,9957,3,10,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:06,44,0,0,9956,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:07,45,0,0,9955,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:08,46,0,0,9954,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:09,47,0,0,9953,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:10,48,0,0,9952,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:11,49,0,0,9951,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:12,50,0,0,9950,3,11,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:13,51,0,0,9949,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:14,52,0,0,9948,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:15,53,0,0,9947,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:16,54,0,0,9946,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:17,55,0,0,9945,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:18,56,0,0,9944,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:19,57,0,0,9943,3,12,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:20,58,0,0,9942,3,13,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:21,59,0,0,9941,3,13,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:22,60,0,0,9940,3,13,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:23,61,0,0,9939,3,13,1,1,32.0,32.0,32.0,32.0,22,3,1,4
2024-07-10 14:15:24,62,0,0,9938,4,13,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-10 14:15:25,63,0,0,9937,4,13,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-10 14:15:26,64,0,0,9936,4,13,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-10 14:15:27,65,0,0,9935,4,13,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-10 14:15:28,66,0,0,9934,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-10 14:15:29,67,0,0,9933,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-10 14:15:30,68,0,0,9932,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-10 14:15:31,69,0,0,9931,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
2024-07-10 14:15:32,70,0,0,9930,4,14,1,1,32.0,32.0,32.0,32.0,23,3,1,4
